1232.0,4509.0,3452,1,3437.0,15.0,unsure
113.49564965197216,4509.0,6896,2,3429.5,37.0,unsure
2293.0,4508.0,3426,1,3385.0,41.0,unsure
275.9953535646871,4508.250980107448,13774,4,3422.5,84.0,unsure
2216.26147897535,4508.463091151871,122071,35,3393.0,3316.0,galaxy
1462.498236858928,4508.285072072258,48493,14,1699.5,24700.0,star
599.6685995431383,4508.947397006437,62601,18,3415.0,1131.0,galaxy
1472.3319250287245,4508.128099865951,83552,24,3431.0,1208.0,galaxy
672.0002888503755,4506.500361062969,13848,4,3414.5,190.0,unsure
1226.053116547058,4507.985668941555,136417,39,3412.0,3349.0,star
658.9223548837231,4507.9685919783915,222873,63,3403.0,8484.0,star
2207.7984034245387,4504.995719326662,17287,5,3410.5,234.5,unsure
2290.5,4502.0,6876,2,3393.5,89.0,unsure
394.0012272596015,4502.249711233035,13852,4,3411.0,208.0,unsure
1364.807058921209,4505.734845477449,385413,108,3400.5,18159.0,galaxy
2091.208840706804,4506.322391210984,777698,193,3399.0,121691.0,galaxy
1484.2892157534716,4501.000740243184,72949,21,3428.0,961.0,galaxy
386.5542205347559,4499.442735617821,62421,18,3411.0,1023.0,galaxy
1364.6664744329105,4497.332948865821,10404,3,3442.0,78.0,unsure
1201.1673705427845,4497.915990785622,41674,12,3428.0,538.0,star
967.8019867740911,4498.601374570447,34629,10,3410.0,529.0,unsure
277.0842659523722,4500.9131899852,327036,93,3415.0,9441.0,star
112.6457557391481,4500.905718832532,118136,34,3413.0,2094.0,galaxy
1312.146184074457,4496.283929679421,24175,7,3423.5,210.5,unsure
199.2025042184384,4493.999923301119,52152,15,3418.0,882.0,galaxy
1211.8537317314194,4494.397238258699,192270,55,3422.0,4060.0,star
158.2966869002001,4488.292871918343,58978,17,3417.5,880.5,star
1678.293338713212,4498.201421497614,2413933,579,3408.5,440411.5,galaxy
1456.4715771888525,4486.052684334421,65845,19,3434.0,599.0,galaxy
1213.6665065334357,4484.666314373559,10408,3,3420.5,146.5,unsure
2293.1824941997074,4488.941932051604,338345,95,3425.0,12970.0,galaxy
1888.3305793063696,4483.334902488231,10409,3,3417.0,158.0,unsure
1368.8337110071839,4480.66698809122,20741,6,3412.5,266.0,unsure
1087.7502527805864,4480.998266647407,13846,4,3408.0,214.0,unsure
734.9672833025322,4485.77258354669,488619,138,3416.0,17211.0,star
1176.4976166401848,4478.0,6923,2,3426.5,70.0,unsure
2297.0,4476.0,3390,1,3412.0,-22.0,unsure
1550.0888028002341,4478.78406557132,80279,23,3412.0,1803.0,galaxy
1363.599595726249,4475.201905861969,17315,5,3415.0,240.0,unsure
1021.431684638437,4477.016776670198,220902,63,3417.0,5631.0,galaxy
979.0452717213263,4478.062476492071,329676,92,3416.0,15404.0,galaxy
494.0004802151364,4472.0,10412,3,3402.0,206.0,unsure
1471.7574813142662,4483.084327047693,1673603,470,3423.0,64793.0,star
